id,gene,mcmc,rf60,rf90,rf150,rf250
1672,ENY2,0.0,0.0,0.0,0.0,0.0
1673,CD151,0.0,0.0,0.0,0.0,0.0
1674,CALCRL,0.0,0.0,0.0,0.0,0.0
1675,ANKRD11,0.0,0.0,0.0,0.0,0.0
1676,ANKRD12,0.0,0.0,0.0,0.0,0.0
1677,CHRD,0.0,0.0,0.0,0.0,0.0
1678,ABHD5,0.0,0.0,0.0,0.0,0.0
1679,TBXA2R,0.0,0.0,0.0,0.0,0.0
1680,ABL1,0.041,0.0,0.0,0.0,0.0
1681,ABL2,0.0,0.0,0.0,0.0,0.0
1682,ESRRA,0.0,0.0,0.0,0.0,0.0
1683,CD163,0.0,0.0,0.0,0.0,0.0
1684,ANKRD27,0.0,0.0,0.0,0.0,0.0
1685,ESRRB,0.0,0.0,0.0,0.0,0.0
1686,LSM1,0.0,0.0,0.0,0.0,0.0
1687,ASNS,0.0,0.0,0.0,0.0,0.0
1688,ESRRG,0.0,0.0,0.0,0.0,0.0
1689,LSM5,0.0,0.0,0.0,0.0,0.0
1690,LSM4,0.0,0.0,0.0,0.0,0.003727
1691,PALB2,0.0,0.0,0.0,0.0,0.0
1692,LSM3,0.0,0.001573,0.001048,6.29E-4,3.77E-4
1693,LSM2,0.0,0.0,0.0,0.0,0.0
1694,CNOT4,0.0,0.0,0.0,0.0,0.0
1695,LSM7,0.0,0.0,0.0,0.0,0.0
1696,CNOT6,0.0,0.0,0.0,0.0,0.0
1697,CNOT7,0.001,0.0,0.0,0.0,0.0
1698,LSM6,0.0,0.001264,8.42E-4,5.05E-4,3.03E-4
1699,CNOT1,0.0,0.0,0.0,0.0,0.0
1700,CNOT2,0.0,0.0,0.0,0.0,0.0
1701,TADA3,0.0,0.0,0.0,0.0,0.0
1702,CNOT3,0.0,0.0,0.0,0.0,0.0
1703,ZFP64,0.0,0.0,0.0,0.0,0.0
1704,CNOT8,0.0,0.0,0.0,0.0,0.0
1705,EIF4G3,0.0,0.0,0.0,0.0,0.0
1706,EIF4G2,0.0,0.0,0.0,0.0,0.0
1707,EIF4G1,0.0,0.0,0.0,0.0,0.0
1708,RNF10,0.0,0.0,0.0,0.0,0.0
1709,RNF11,0.0,0.0,0.0,0.0,0.0
1710,CALCOCO1,0.0,0.0,0.0,9.61E-4,5.77E-4
1711,RNF14,0.0,0.0,0.0,0.0,0.0
1712,CALCOCO2,0.0,0.0,0.0,8.88E-4,5.33E-4
1713,ADRA1D,0.0,0.0,0.0,0.0,0.0
1714,TREM2,0.0,0.0,0.0,0.0,0.0
1715,LSP1,0.0,0.0,0.0,0.0,0.0
1716,ADRA1B,0.0,0.0,0.0,0.0,0.0
1717,NAGPA,0.0,0.0,0.0,0.0,0.0
1718,ADRA1A,0.0,0.0,0.0,0.0,0.0
1719,TREM1,0.0,0.0,0.0,0.0,0.0
1720,SGCE,0.0,0.0,0.0,0.0,0.0
1721,PTBP1,0.0,0.0,0.0,0.0,0.0
1722,DNMT3L,0.0,0.0,0.0,0.0,0.0
1723,SGCD,0.0,0.0,0.0,0.0,0.0
1724,SGCA,0.0,0.0,0.0,0.0,0.0
1725,SGCB,0.0,0.0,0.0,0.0,0.0
1726,DNMT3B,0.0,0.0,0.0,0.0,0.0
1727,HIF1AN,0.0,0.0,0.0,0.0,0.0
1728,SGCG,0.0,0.0,0.0,0.0,0.0
1729,IQCB1,0.0,0.0,0.0,0.0
1730,PDCD6IP,0.0,0.0,0.0,0.0,0.0
1731,CHUK,0.0,0.0,0.0,0.0,0.0
1732,VWF,0.0,0.0,0.0,0.0,0.0
1733,DNMT3A,0.0,0.0,0.0,0.0,0.0
1734,KCNAB1,0.0,0.0,0.0,0.0,0.0
1735,ELSPBP1,0.0,0.0,0.0,0.0,0.0
1736,KCNAB2,0.0,0.0,0.0,0.0,0.0
1737,RANGAP1,0.0,0.0,0.0,0.0,0.0
1738,ADRA2C,0.0,0.0,0.0,0.0,0.0
1739,ADRA2B,0.0,0.0,0.0,0.0,0.0
1740,ADRA2A,0.447,0.0,0.0,0.0,0.0
1741,PTBP2,0.0,0.0,0.0,0.0,0.0
1742,COASY,0.0,0.0,0.0,0.0,0.0
1743,ASPM,0.0,0.0,0.0,0.0,0.0
1744,ASPH,0.0,0.0,0.0,0.0,0.0
1745,IL3RA,0.0,0.0,0.0,0.0,0.0
1746,EVL,0.0,0.0,0.0,0.0,0.0
1747,SNRPA1,0.0,0.0,0.0,0.0,0.0
1748,EIF4E2,0.0,0.0,0.0,0.0,0.0
1749,SSX2IP,0.0,0.0,0.0,0.0,0.0
1750,NLGN3,0.0,0.0,0.0,0.0,0.0
1751,CX3CR1,0.0,0.0,0.0,0.0
1752,SMARCD1,0.0,0.0,0.0,0.0,0.0
1753,RNF32,0.0,0.0,0.0,0.0,0.0
1754,NLGN1,0.0,0.0,0.0,0.0,0.0
1755,SMARCD2,0.0,0.0,0.0,0.0
1756,SMARCD3,0.0,0.0,0.0,0.0,0.0
1757,RNF34,0.0,0.0,0.0,0.0,0.0
1758,WBP2,0.0,0.0,0.0,0.0,0.0
1759,WBP4,0.0,0.0,0.0,0.0,0.0
1760,RBBP4,0.0,0.0,0.0,0.0,0.0
1761,PUF60,0.0,0.0,0.0,0.0,0.0
1762,RBBP5,0.0,0.0,0.0,0.0,0.0
1763,RBBP8,0.0,0.0,0.0,0.0,0.0
1764,RBBP9,0.0,0.0,0.0,0.0,0.0
1765,RBBP6,0.0,0.0,0.0,0.0,0.0
1766,SNRPB2,0.0,0.0,0.0,0.0,0.0
1767,RBBP7,0.0,0.0,0.0,0.0,0.0
1768,WASF1,0.0,0.0,0.0,0.0,0.0
1769,WASF2,0.0,0.0,0.0,0.0,0.0
1770,WASF3,0.014,0.0,0.0,0.0,0.0
1771,SMARCE1,0.0,0.0,0.0,0.0,0.0
1772,RCVRN,0.0,0.0,0.0,0.0,0.0
1773,RNF25,0.0,0.001193,7.95E-4,4.77E-4,2.86E-4
1774,TXNRD2,0.0,0.0,0.0,0.0,0.0
1775,TXNRD1,0.0,0.0,0.0,0.0,0.0
1776,ASS1,0.0,0.0,0.0,0.0,0.0
1777,PNRC1,0.0,0.0,0.0,0.0,0.0
1778,PNRC2,0.0,0.0,0.0,0.0,0.0
1779,TRMT61A,0.0,0.0,0.0,0.0
1780,BET1,0.0,0.0,0.0,0.0,0.0
1781,CBLN1,0.0,0.0,0.0,0.0
1782,VIPR1,0.006,0.016667,0.021222,0.012733,0.010634
1783,VIPR2,0.0,0.0,0.0,0.0,0.0
1784,LST1,0.0,0.001136,7.58E-4,4.55E-4,2.73E-4
1785,GDE1,0.0,0.0,0.0,0.0,0.0
1786,PKD2L1,0.0,0.0,0.0,0.0,0.0
1787,NADSYN1,0.0,0.0,0.0,0.0,0.0
1788,GOLGA2,0.0,0.0,0.0,0.0,0.0
1789,GOLGA3,0.0,0.0,0.0,0.0,0.0
1790,GOLGA4,0.0,0.0,0.0,0.0,0.0
1791,GOLGA5,0.0,0.0,0.0,0.0,0.0
1792,GOLGA1,0.0,0.0,0.0,0.0,0.0
1793,ZFPL1,0.0,0.0,0.0,0.0
1794,GOLGA7,0.0,0.0,0.0,0.0,0.0
1795,AGFG2,0.0,0.0,0.0,0.0,0.0
1796,AGFG1,0.0,0.0,0.0,0.0,0.0
1797,ABT1,0.0,0.0,0.0,0.0,0.0
1798,MTUS1,0.0,0.0,0.0,0.0,0.0
1799,MTUS2,0.0,0.0,0.0,0.0,0.0
1800,AFG3L2,0.0,0.0,0.0,0.0,0.0
1801,RRAGA,0.0,0.0,0.0,0.0,0.0
1802,CARHSP1,0.0,0.0,0.0,0.0,0.0
1803,COX7A2L,0.0,0.0,0.0,0.0,0.0
1804,RRAGC,0.0,0.0,0.0,0.0,0.0
1805,RRAGB,0.0,0.0,0.0,0.0,0.0
1806,AKAP9,0.0,0.0,0.0,0.0,0.0
1807,RRAGD,0.0,0.0,0.0,0.0,0.0
1808,VDAC3,0.0,0.0,0.0,0.0,0.0
1809,VDAC2,0.0,0.0,0.0,0.0,0.0
1810,VDAC1,0.0,0.015573,0.010382,0.006229,0.003737
1811,ZFPM2,0.0,0.0,0.0,0.0,0.0
1812,ANKRA2,0.0,0.0,0.0,0.0,0.0
1813,EZR,0.0,0.0,0.0,0.0,0.0
1814,CBLL1,0.0,0.0,0.0,0.0,0.0
1815,CD101,0.0,0.0,0.0,0.0,0.0
1816,NECAB2,0.0,0.0,0.0,0.0,0.0
1817,GPM6A,0.0,0.0,0.0,0.0,0.0
1818,NECAB3,0.0,0.0,0.0,0.0,0.0
1819,BEX1,0.0,0.0,0.0,0.0,0.0
1820,PDE1A,0.0,0.0,0.0,0.0,0.0
1821,EIF5A2,0.0,0.0,0.0,0.0,0.0
1822,UMOD,0.0,0.0,0.0,0.0,0.0
1823,GMCL1,0.0,0.0,0.0,0.0,4.04E-4
1824,NHLH2,0.0,0.0,0.0,0.0,0.0
1825,NUAK1,0.0,0.0,0.0,0.0,0.0
1826,GNG10,0.0,0.0,0.0,0.0,0.0
1827,HIST1H3A,0.0,0.0,0.0,0.0,3.28E-4
1828,NHLH1,0.0,0.0,0.0,0.0,0.0
1829,VPS8,0.0,0.0,0.0,0.0,0.0
1830,HIST1H3G,0.0,0.0,0.0,0.0,0.0
1831,FADD,0.0,0.0,0.0,0.0,0.0
1832,HIST1H3C,0.0,0.0,0.0,0.0,0.0
1833,HIST1H3E,0.0,0.0,0.0,0.0,0.0
1834,ZRSR2,0.0,0.0,0.0,0.0,0.0
1835,PTPRN2,0.0,0.0,0.0,0.0,0.0
1836,SIAH2,0.0,0.0,0.0,0.0,0.0
1837,SIAH1,0.0,0.0,0.0,0.0,0.0
1838,GNG12,0.0,0.0,0.0,0.0,0.0
1839,C21orf91,0.0,0.0,0.0,0.0,0.0
1840,HSPBAP1,0.0,0.0,0.0,0.0,0.0
1841,GDF5,0.0,0.0,0.0,0.0,0.0
1842,GNG11,0.0,0.0,0.0,0.0,0.0
1843,UBAC1,0.0,0.0,0.0,0.0,0.0
1844,GDF7,0.0,0.0,0.0,0.0,0.0
1845,GNG13,0.0,0.0,0.0,0.0,0.0
1846,GDF9,0.0,0.0,0.0,0.0,0.0
1847,CCDC88A,0.0,0.0,0.0,0.0,0.0
1848,STAG1,0.0,0.0,0.0,0.0,0.0
1849,HIST1H4A,0.0,0.0,0.0,0.0,0.0
1850,STAG2,0.0,0.0,0.0,0.0,3.6E-4
1851,GOLGB1,0.0,0.0,0.0,0.0,0.0
1852,CCDC88C,0.0,0.0,0.0,0.0,0.0
1853,ITM2B,0.0,0.0,0.0,0.0,0.0
1854,ITM2C,0.0,0.0,0.0,0.0,0.0
1855,ACVRL1,0.0,0.0,0.0,0.0,0.0
1856,CLIC5,0.0,0.0,0.0,0.0,0.0
1857,CLIC4,0.0,0.0,0.0,0.0,0.0
1858,CLIC3,0.0,0.0,0.0,0.0,0.0
1859,GDI1,0.0,0.0,0.0,0.0,0.0
1860,FAF1,0.0,0.0,0.0,0.0,0.0
1861,GDI2,0.0,0.0,0.0,0.0,0.0
1862,FAF2,0.0,0.0,0.0,0.0,0.0
1863,OLA1,0.0,0.0,0.0,0.0,0.0
1864,CX3CL1,0.0,0.0,0.0,0.0
1865,EPM2AIP1,0.0,0.0,0.0,0.0,0.0
1866,STAB1,0.0,0.0,0.0,0.0
1867,ANKRD1,0.0,0.0,0.0,0.0,0.0
1868,ANKRD2,0.0,0.0,0.0,0.0,0.0
1869,DLAT,0.0,0.0,0.0,0.0,0.0
1870,CLIC2,0.0,0.0,0.0,0.0,0.0
1871,CLIC1,0.0,0.0,0.0,0.0,0.0
1872,ANKRD7,0.0,0.0,0.0,0.0,0.0
1873,ANKRD6,0.0,0.0,0.0,0.0,0.0
1874,MAP4K1,0.0,0.0,0.0,0.0,0.0
1875,MAP4K2,0.0,0.0,0.0,0.0,0.0
1876,PRMT5,0.0,0.0,0.0,0.0,0.0
1877,PRMT8,0.0,0.0,0.0,0.0,0.0
1878,PRMT2,0.0,0.0,0.0,0.0,0.0
1879,AVPR1B,0.0,0.0,0.0,0.0,0.0
1880,PRMT1,0.0,0.0,0.0,0.0,0.0
1881,PRMT3,0.0,0.0,0.0,0.0,0.0
1882,AVPR1A,0.0,0.0,0.0,0.0,0.0
1883,B3GNT4,0.0,0.0,0.0,0.0,0.0
1884,FASTKD5,0.0,0.0,0.0,0.0,0.0
1885,WAC,0.0,0.0,0.0,0.0,0.0
1886,STRAP,0.0,0.0,9.94E-4,5.96E-4,3.58E-4
1887,B3GNT2,0.0,0.0,0.0,0.0
1888,ALDOC,0.0,0.0,0.0,0.0,0.0
1889,ALDOB,0.0,0.0,0.0,0.0,0.0
1890,SGK1,0.0,0.0,0.0,0.0,0.0
1891,UMPS,0.0,0.001224,8.16E-4,4.9E-4,2.94E-4
1892,KPTN,0.0,0.0,0.0,0.0,0.0
1893,ALDOA,0.0,0.0,0.0,0.0,0.0
1894,ATP6V0C,0.0,0.0,0.0,0.0,0.0
1895,SGK2,0.0,0.0,0.0,0.0,0.0
1896,RAPSN,0.0,0.0,0.0,0.0,0.0
1897,PPP1R2P9,0.0,0.0,0.0,0.0,0.0
1898,WAS,0.0,0.0,0.0,0.0,0.0
1899,AKAP8,0.0,0.0,0.0,0.0,0.0
1900,AKAP7,0.0,0.0,0.0,0.0,0.0
1901,AKAP6,0.0,0.0,0.0,0.0,0.0
1902,AKAP5,0.0,0.0,0.0,0.0,0.00111
1903,AKAP4,0.0,0.0,0.0,0.0,0.0
1904,AKAP3,0.0,0.0,0.0,0.0,0.0
1905,LILRA3,0.0,0.0,0.0,0.0,0.0
1906,AKAP1,0.0,0.0,0.0,0.0,0.0
1907,C21orf33,0.0,0.0,0.0,0.0
1908,SHOC2,0.0,0.0,0.0,0.0,0.0
1909,MAP4K5,0.0,0.0,0.0,0.0,0.0
1910,MAP4K3,0.0,0.0,0.0,0.0,0.0
1911,MPZL1,0.0,0.0,0.0,0.0,0.0
1912,MAP4K4,0.0,0.0,0.0,0.0,0.0
1913,LILRB1,0.0,0.0,0.0,0.0,0.0
1914,LILRB2,0.0,0.0,0.0,0.0,0.0
1915,PDZK1IP1,0.0,0.0,0.0,0.0,0.0
1916,LILRB4,0.0,0.0,0.0,0.0,0.0
1917,TJP1,0.002,0.0,0.0,0.0,0.0
1918,FAP,0.0,0.0,0.0,0.0,0.0
1919,DLC1,0.0,0.0,0.0,0.0,0.0
1920,FAS,0.0,0.0,0.0,5.71E-4,3.43E-4
1921,FAU,0.0,0.0,0.0,0.0,0.0
1922,TJP3,0.0,0.0,0.0,0.0,0.0
1923,TJP2,0.365,0.0,0.0102,0.00612,0.003672
1924,ARID4A,0.0,0.0,0.0,0.0,0.0
1925,CIB2,0.0,0.0,0.0,0.0,0.0
1926,CIB1,0.0,0.0,0.0,0.0,8.75E-4
1927,ARID4B,0.0,0.0,0.0,0.0,0.0
1928,FBL,0.0,0.0,0.0,0.0,0.0
1929,TMEM147,0.0,0.0,0.0,0.003496
1930,PTTG1,0.0,0.015504,0.019998,0.01814,0.010884
1931,POGZ,0.0,0.0,0.0,0.0,0.0
1932,SIRPA,0.0,0.0,0.0,0.0,0.0
1933,ARID5A,0.0,0.0,0.0,0.0,0.0
1934,TBL1XR1,0.0,0.0,0.0,0.0,0.0
1935,ILVBL,0.0,0.0,0.0,0.0,0.0
1936,ELMO1,0.0,0.0,0.0,0.0,0.0
1937,ELMO2,0.0,0.0,0.0,0.0,0.0
1938,LMX1B,0.0,0.0,0.0,0.0,0.0
1939,STAM2,0.0,0.0,0.0,0.0,7.93E-4
1940,PDE9A,0.0,0.0,0.0,0.0,0.0
1941,ATP6V1A,0.0,0.0,0.0,0.0,0.0
1942,NID1,0.0,0.0,0.0,0.0,0.0
1943,NID2,0.0,0.0,0.0,0.0,0.0
1944,SEL1L3,0.0,0.0,0.0,0.0,0.0
1945,SDCBP,0.0,0.0,0.0,0.0,0.0
1946,TMEM123,0.0,0.0,0.0,0.0,0.0
1947,FAM188A,0.0,0.0,0.0,0.0,0.0
1948,PODXL,0.0,0.0,0.0,0.0,0.0
1949,STAP1,0.0,0.0,0.0,0.0,0.0
1950,ATP6V1H,0.0,0.0,0.0,0.0,0.0
1951,STAP2,0.0,0.0,0.011111,0.006667,0.004
1952,ATP6V1D,0.0,0.0,0.0,0.0,0.0
1953,ZC3H14,0.0,0.0,0.0,0.0,0.0
1954,HSPA9,0.0,0.0,0.0,0.0,0.0
1955,TGFB2,0.0,0.0,0.0,0.0,0.0
1956,TGFB1,0.0,0.0,0.0,0.0,0.0
1957,HSPA5,0.001,0.0,0.0,0.0,0.0
1958,TGFB3,0.0,0.0,0.0,0.0,0.0
1959,HSPA4,0.0,0.0,0.0,0.0,0.0
1960,PTCH1,0.0,0.0,0.0,0.0,0.0
1961,EPHX2,0.0,0.0,0.0,0.004
1962,PTCH2,0.0,0.0,0.0,0.0,0.0
1963,BFAR,0.0,0.0,0.0,0.0,0.0
1964,HSPA2,0.0,0.0,0.0,0.0,0.0
1965,NFKBIA,0.036,0.0,0.0,0.0,0.0
1966,DLG1,0.001,0.0,0.0,0.0,0.0
1967,FER,0.0,0.0,0.0,0.0,0.0
1968,DLG2,0.0,0.0,0.0,0.0,0.0
1969,DLG3,0.0,0.0,0.0,0.0,0.0
1970,GDNF,0.0,0.0,0.0,0.0,0.0
1971,DLG4,0.0,0.0,0.0,0.0,0.0
1972,FES,0.0,0.0,0.0,0.0,0.0
1973,DLG5,0.0,0.0,0.0,0.0,6.18E-4
1974,DNAJC10,0.0,0.0,0.0,0.0,0.0
1975,TGFBI,0.0,0.0,0.0,0.0,0.0
1976,NFKBIE,0.0,0.0,0.0,0.0,0.0
1977,NFKBIB,0.0,0.0,0.0,0.0,0.0
1978,HSPB6,0.0,0.0,0.0,0.0,0.0
1979,HSPB8,0.0,0.0,0.0,0.0,0.0
1980,PDE3B,0.0,0.0,0.0,0.0,0.0
1981,HSPB7,0.0,0.0,0.0,0.0,0.0
1982,ELAVL4,0.0,0.0,0.0,0.0,0.0
1983,HSPB2,0.0,0.0,0.0,0.0,0.0
1984,HSPB1,0.0,0.0,0.0,0.0,0.0
1985,HSPB3,0.0,0.0,0.0,0.0,0.0
1986,ELAVL1,0.0,0.0,0.0,0.0,0.0
1987,ELAVL2,0.0,0.0,0.0,0.0,0.0
1988,ELAVL3,0.0,0.0,0.0,0.0,0.0
1989,POLB,0.0,0.0,0.0,0.0,0.0
1990,UPK1B,0.0,0.0,0.0,0.0
1991,UPK1A,0.0,0.0,0.0,0.0
1992,ALDH2,0.0,0.0,0.0,0.0,0.0
1993,ZC3H7A,0.0,0.0,0.0,0.0,0.0
1994,ZC3H7B,0.0,0.0,0.0,0.0,0.0
1995,PDE4B,0.0,0.0,0.0,0.0,0.0
1996,PDE4A,0.002,0.0,0.0,0.0,0.0
1997,HIST1H1E,0.0,0.002273,0.001515,9.09E-4,5.45E-4
1998,POLI,0.0,0.0,0.0,0.0,0.0
1999,POLL,0.0,0.0,0.0,0.0,0.0
2000,GUSB,0.0,0.0,0.0,0.0,0.0
2001,POLE,0.0,0.0,0.0,0.0,0.0
2002,HIST1H1A,0.0,0.0,0.0,0.0,0.0
2003,POLH,0.0,0.0,0.0,0.0,0.0
2004,HIST1H1B,0.0,0.0,0.0,0.0,0.0
2005,HIST1H1C,0.0,0.0,0.0,0.0,0.0
2006,POLG,0.0,0.0,0.0,0.0,0.0
2007,FGB,0.0,0.0,0.0,0.0,0.0
2008,FGA,0.0,0.0,0.0,0.0,0.0
2009,PDE4D,0.0,0.0,0.0,0.0,0.0
2010,FGG,0.0,0.0,0.0,0.0,0.0
2011,CTPS2,0.0,0.0,0.0,0.0,0.0
2012,ARID1A,0.0,0.0,0.0,0.0,0.0
2013,UPK3B,0.0,0.0,0.0,0.0
2014,UPK3A,0.0,0.0,0.0,0.0
2015,FGR,0.0,0.0,0.0,0.0,0.0
2016,LATS1,0.0,0.0,0.0,0.0,0.0
2017,PALLD,0.0,0.0,0.0,0.0,0.0
2018,EHHADH,0.0,0.0,0.0,0.0,0.0
2019,PDE5A,0.0,0.0,0.0,0.0,0.0
2020,KCNA10,0.0,0.0,0.0,0.0,0.0
2021,CHMP6,0.0,0.0,0.0,0.0,0.0
2022,CHMP7,0.0,0.0,0.0,0.0,0.0
2023,CHMP5,0.0,0.0,0.0,0.0,0.0
2024,RGS17,0.0,0.0,0.0,0.0,0.0
2025,RGS19,0.0,0.0,0.0,0.0,0.0
2026,POLDIP2,0.0,0.0,0.0,0.0,0.0
2027,RGS14,0.0,0.0,0.0,0.0,0.0
2028,RGS13,0.0,0.0,0.0,0.0,0.0
2029,POLDIP3,0.0,0.0,0.0,0.0,0.0
2030,RGS16,0.0,0.0,0.0,0.0,0.0
2031,PON2,0.0,0.0,0.0,0.0,0.003294
2032,POMP,0.0,0.0,0.0,0.0,0.0
2033,PON1,0.0,0.0,0.0,0.0,0.0
2034,LCAT,0.0,0.0,0.0,0.0,0.0
2035,WIZ,0.0,0.0,0.0,0.0,0.0
2036,DBF4B,0.0,0.0,0.0,0.0,0.0
2037,STRN4,0.0,0.0,0.0,0.0,0.0
2038,STRN3,0.0,0.0,0.0,0.0,0.0
2039,HSPD1,0.0,0.0,0.0,0.0,0.0
2040,ACAN,0.0,0.0,0.0,0.0,0.0
2041,NRIP2,0.0,0.0,0.0,0.0,0.0
2042,NRIP1,0.0,0.0,0.0,0.0,0.0
2043,PDE6D,0.0,0.0,0.0,0.0,0.0
2044,RGS20,0.0,0.0,0.0,0.0,0.0
2045,CLASP1,0.0,0.0,0.0,0.0,0.0
2046,CLASP2,0.0,0.0,0.0,0.0,0.0
2047,PTCD3,0.0,0.0,0.001655,9.93E-4,5.96E-4
2048,WTAP,0.0,0.0,0.0,0.0,2.79E-4
2049,PDE6H,0.0,0.0,0.0,0.0,0.0
2050,POLM,0.0,0.0,0.0,0.0,0.0
2051,PDE6G,0.0,0.0,0.0,0.0,0.0
2052,SGTA,0.001,0.0,0.0,0.0,0.0
2053,ZFC3H1,0.0,0.0,0.0,0.0,0.0
2054,ARID3A,0.0,0.0,0.0,0.0,0.0
2055,ARID3B,0.0,0.0,0.0,0.0,0.0
2056,HSPE1,0.0,0.0,0.0,0.0,0.0
2057,MEIS2,0.0,0.0,0.0,0.0
2058,DLK1,0.0,0.0,0.0,0.0,0.0
2059,DLK2,0.0,0.0,0.0,0.0,0.003331
2060,POMC,0.0,0.0,0.0,0.0,0.0
2061,SH3YL1,0.0,0.0,0.0,0.0,0.0
2062,MEIS1,0.001,0.0,0.0,0.0,0.0
2063,PMP22,0.0,0.0,0.0,0.0,0.0
2064,RGS10,0.0,0.0,0.0,0.0,0.0
2065,RGS12,0.0,0.0,0.0,0.0,0.0
2066,LTBR,0.0,0.0,0.0,0.0,0.0
2067,RGS11,0.0,0.0,0.0,0.0,0.0
2068,ATF1,0.0,0.0,0.0,0.0,0.0
2069,POP5,0.0,0.0,0.0,0.0,0.0
2070,ATF2,0.0,0.0,0.0,0.0,0.0
2071,POP7,0.0,0.0,0.0,0.0,0.0
2072,POP1,0.0,0.0,0.0,0.0,0.0
2073,POP4,0.0,0.0,0.0,0.0,0.0
2074,TESK1,0.0,0.0,0.0,0.0,0.0
2075,TESK2,0.0,0.0,0.0,0.0,0.0
2076,ATP5C1,0.0,0.0,0.0,0.0,0.0
2077,F11R,0.0,0.0,0.0,0.0,0.0
2078,NOC2L,0.0,0.0,0.0,0.0,0.0
2079,C3AR1,0.0,0.0,0.0,0.0,0.0
2080,ATG3,0.0,0.0,0.0,0.0,0.0
2081,LDOC1,0.001,0.0,0.0,0.012018,0.010883
2082,FRS2,0.0,0.0,0.0,0.0,0.0
2083,FRS3,0.0,0.0,0.0,0.0,0.0
2084,CD2AP,0.0,0.0,0.0,0.0,0.0
2085,ACE2,0.0,0.0,0.0,0.0,0.0
2086,ATF7,0.0,0.0,0.0,0.0,0.0
2087,ATF5,0.0,0.0,0.0,0.0,0.0
2088,ATF6,0.0,0.0,0.0,0.0,0.0
2089,ATF3,0.0,0.0,0.0,0.0,0.0
2090,ATF4,0.0,0.0,0.0,0.0,0.0
2091,FLG,0.0,0.0,0.0,0.0,0.0
2092,CDCA3,0.0,0.0,0.0,0.0,0.0
2093,PDGFB,0.0,0.0,0.0,0.0,0.0
2094,GATA6,0.0,0.0,0.0,0.0,0.0
2095,PDGFA,0.0,0.0,0.0,0.0,0.0
2096,CDCA8,0.0,0.0,0.0,0.0,0.0
2097,GATA4,0.0,0.0,0.0,0.0,0.0
2098,GATA3,0.003,0.0,0.0,0.0,0.003696
2099,GATA2,0.0,0.0,0.0,0.0,0.0
2100,GATA1,0.0,0.0,0.0,0.0,0.0
2101,CIAO1,0.0,0.0,0.0,0.0,0.0
2102,EPB41L1,0.0,0.0,0.0,0.0,0.0
2103,PDGFD,0.0,0.0,0.0,0.0,0.0
2104,EPB41L2,0.0,0.0,0.0,0.0,0.0
2105,PDGFC,0.114,0.0,0.0,0.0,0.0
2106,EPB41L3,0.0,0.0,0.0,0.0,0.0
2107,PIP5K1A,0.0,0.0,0.0,0.0,0.0
2108,PIP5K1B,0.0,0.0,0.0,0.0,0.0
2109,PIP5K1C,0.0,0.0,0.0,0.0,0.0
2110,ATG7,0.0,0.0,0.0,0.0,0.0
2111,ATG5,0.0,0.0,0.0,0.0,0.0
2112,FN1,0.0,0.0,0.0,0.0,0.0
2113,MAGOHB,0.0,0.0,0.0,0.0,0.0
2114,VANGL1,0.0,0.0,0.0,0.0,0.0
2115,FASN,0.0,0.0,0.0,0.0,0.0
2116,FAT1,0.0,0.0,0.0,0.0,0.0
2117,F13B,0.0,0.0,0.0,0.0,0.0
2118,FAT4,0.003,0.0,0.0,0.0,0.0
2119,ACHE,0.0,0.0,0.0,0.0,0.0
2120,MTMR10,0.0,0.0,0.0,0.0,0.0
2121,MTMR12,0.0,0.0,0.0,0.0
2122,MTMR11,0.0,0.0,0.0,0.0,0.0
2123,BHLHE41,0.0,0.0,0.0,0.0,0.0
2124,HOXC13,0.0,0.0,0.0,0.0,0.0
2125,HOXC10,0.0,0.0,0.0,0.0,0.0
2126,PANX1,0.0,0.0,0.0,0.0,0.0
2127,SMPD2,0.0,0.0,0.0,0.0,0.0
2128,GGTLC1,0.0,0.0,0.0,0.0,0.0
2129,CHAF1B,0.0,0.0,0.0,0.0,0.0
2130,CHAF1A,0.0,0.0,0.0,0.0,0.0
2131,SMPD1,0.0,0.0,0.0,0.0,0.0
2132,OLR1,0.0,0.0,0.0,0.0,0.0
2133,NINL,0.0,0.0,0.0,0.0,0.0
2134,ENOPH1,0.0,0.0,0.0,0.0
2135,SPHK2,0.0,0.0,0.0,0.0,0.0
2136,SPHK1,0.0,0.0,0.0,0.0,0.0
2137,FOS,0.0,0.0,0.0,0.0,0.0
2138,EPS15L1,0.0,0.0,0.0,0.0,0.0
2139,SLC7A5,0.0,0.0,0.0,0.0,0.0
2140,SLC7A7,0.0,0.0,0.0,0.0,0.0
2141,SLC7A8,0.0,0.0,0.0,0.012304,0.011096
2142,CINP,0.0,0.0,0.0,0.0,0.0
2143,POT1,0.0,0.0,0.0,0.0,0.0
2144,NUP62CL,0.0,0.0,0.0,0.0,0.0
2145,LIN37,0.0,0.0,0.0,0.0,0.0
2146,NIP7,0.0,0.0,0.0,0.0,0.0
2147,ATP5A1,0.0,0.0,0.0,0.0,0.0
2148,DLST,0.0,0.0,0.0,0.0,0.0
2149,NOC4L,0.0,0.0,0.0,0.0,0.0
2150,WRN,0.0,0.0,0.0,0.0,0.0
2151,CNPY4,0.0,0.0,0.0,0.0,0.0
2152,MFN1,0.0,0.0,0.0,0.0,0.0
2153,MFN2,0.0,0.0,0.0,0.0,0.0
